source_group,split,n_images,n_boxes,crack_boxes,pothole_boxes,background_only
crack500_20160303_092806_1281_1_jpg,train,1,2,2,0,0
crack500_20160303_092806_1281_361_jpg,train,2,4,4,0,0
crack500_20160303_092806_1281_721_jpg,train,2,2,2,0,0
crack500_20160303_092806_1921_1081_jpg,test,1,1,1,0,0
crack500_20160303_092806_1921_721_jpg,train,2,3,3,0,0
crack500_20160303_092806_1_1081_jpg,val,1,1,1,0,0
crack500_20160303_092806_1_721_jpg,test,1,1,1,0,0
crack500_20160303_092806_641_361_jpg,train,2,3,3,0,0
crack500_20160303_092806_641_721_jpg,train,1,2,2,0,0
crack500_20160303_092839_1281_361_jpg,train,2,2,2,0,0
crack500_20160303_092839_1281_721_jpg,train,1,1,1,0,0
crack500_20160303_092839_1921_361_jpg,test,1,1,1,0,0
crack500_20160303_092839_1921_721_jpg,train,1,2,2,0,0
crack500_20160303_092839_1_721_jpg,train,1,1,1,0,0
crack500_20160303_093353_1281_361_jpg,train,1,1,1,0,0
crack500_20160303_093353_1281_721_jpg,test,1,1,1,0,0
crack500_20160303_093353_1_1081_jpg,train,1,1,1,0,0
crack500_20160303_093353_1_361_jpg,train,1,2,2,0,0
crack500_20160303_093353_1_721_jpg,test,1,4,4,0,0
crack500_20160303_093353_641_361_jpg,train,1,2,2,0,0
crack500_20160303_093400_1281_1081_jpg,val,1,2,2,0,0
crack500_20160303_093400_1281_361_jpg,test,1,1,1,0,0
crack500_20160303_093400_1281_721_jpg,test,1,2,2,0,0
crack500_20160303_093400_641_1081_jpg,test,1,2,2,0,0
crack500_20160303_093400_641_361_jpg,train,1,1,1,0,0
crack500_20160303_093400_641_721_jpg,val,1,2,2,0,0
crack500_20160303_093527_1281_1_jpg,test,1,1,1,0,0
crack500_20160303_093527_1921_1_jpg,train,1,1,1,0,0
crack500_20160303_093527_1921_361_jpg,test,1,1,1,0,0
crack500_20160303_093527_1_721_jpg,val,1,1,1,0,0
crack500_20160303_093527_641_1081_jpg,test,1,2,2,0,0
crack500_20160303_093527_641_361_jpg,test,1,1,1,0,0
crack500_20160303_093527_641_721_jpg,test,1,3,3,0,0
crack500_20160303_093537_1281_361_jpg,train,1,1,1,0,0
crack500_20160303_093537_1281_721_jpg,val,1,1,1,0,0
crack500_20160303_093537_1921_721_jpg,train,1,1,1,0,0
crack500_20160303_093537_1_1_jpg,train,1,2,2,0,0
crack500_20160303_093537_1_361_jpg,train,1,2,2,0,0
crack500_20160303_093537_641_361_jpg,train,1,1,1,0,0
crack500_20160303_093537_641_721_jpg,val,1,1,1,0,0
crack500_20160306_103613_1281_361_jpg,train,1,1,1,0,0
crack500_20160306_103613_1921_361_jpg,train,1,1,1,0,0
crack500_20160306_103613_1_361_jpg,train,1,1,1,0,0
crack500_20160306_103613_641_361_jpg,train,1,2,2,0,0
crack500_20160306_103613_641_721_jpg,train,1,1,1,0,0
crack500_20160306_103632_641_1081_jpg,test,1,1,1,0,0
crack500_20160306_103632_641_1_jpg,train,1,1,1,0,0
crack500_20160306_103632_641_361_jpg,train,1,1,1,0,0
crack500_20160306_103632_641_721_jpg,train,1,2,2,0,0
crack500_20160306_103638_1281_361_jpg,train,1,1,1,0,0
crack500_20160306_103638_1921_721_jpg,train,1,1,1,0,0
crack500_20160306_103638_1_1081_jpg,test,1,1,1,0,0
crack500_20160306_103638_1_1_jpg,test,1,2,2,0,0
crack500_20160306_103638_1_721_jpg,test,1,3,3,0,0
crack500_20160306_103638_641_361_jpg,train,1,2,2,0,0
crack500_20160306_103638_641_721_jpg,test,1,1,1,0,0
crack500_20160306_103657_1281_361_jpg,val,1,2,2,0,0
crack500_20160306_103657_1281_721_jpg,train,1,2,2,0,0
crack500_20160306_103657_1921_1_jpg,test,1,1,1,0,0
crack500_20160306_103657_1921_361_jpg,test,1,3,3,0,0
crack500_20160306_103657_1_721_jpg,test,1,1,1,0,0
crack500_20160306_103657_641_361_jpg,test,1,2,2,0,0
crack500_20160306_103816_1281_361_jpg,test,1,1,1,0,0
crack500_20160306_103816_1921_361_jpg,test,1,1,1,0,0
crack500_20160306_103816_1921_721_jpg,test,1,1,1,0,0
crack500_20160306_103816_641_361_jpg,test,1,1,1,0,0
crack500_20160306_103816_641_721_jpg,train,1,1,1,0,0
crack500_20160306_103830_1281_1081_jpg,test,1,1,1,0,0
crack500_20160306_103830_1281_361_jpg,train,1,2,2,0,0
crack500_20160306_103830_1281_721_jpg,train,1,1,1,0,0
crack500_20160306_103830_641_1081_jpg,test,1,1,1,0,0
crack500_20160306_103830_641_1_jpg,val,1,1,1,0,0
crack500_20160306_103830_641_361_jpg,val,1,1,1,0,0
crack500_20160306_103830_641_721_jpg,test,1,1,1,0,0
crack500_20160306_103903_1281_721_jpg,test,1,1,1,0,0
crack500_20160306_103903_1921_721_jpg,train,1,1,1,0,0
crack500_20160306_103903_641_721_jpg,test,1,1,1,0,0
crack500_20160306_104456_1281_1_jpg,train,1,1,1,0,0
crack500_20160306_104456_1281_361_jpg,test,1,1,1,0,0
crack500_20160306_104456_1281_721_jpg,test,1,1,1,0,0
crack500_20160306_104456_1921_361_jpg,train,1,1,1,0,0
crack500_20160306_104456_1921_721_jpg,train,1,1,1,0,0
crack500_20160306_104456_1_1081_jpg,test,1,1,1,0,0
crack500_20160306_104456_641_1081_jpg,test,1,1,1,0,0
crack500_20160306_104456_641_361_jpg,train,1,1,1,0,0
crack500_20160306_104456_641_721_jpg,test,1,1,1,0,0
crack500_20160306_104522_1281_1081_jpg,train,1,3,3,0,0
crack500_20160306_104522_1281_361_jpg,test,1,1,1,0,0
crack500_20160306_104522_1281_721_jpg,test,1,2,2,0,0
crack500_20160306_104522_1_361_jpg,train,1,5,5,0,0
crack500_20160306_104522_1_721_jpg,test,1,1,1,0,0
crack500_20160306_104522_641_361_jpg,train,1,1,1,0,0
crack500_20160306_104527_1281_361_jpg,test,1,1,1,0,0
crack500_20160306_104527_1281_721_jpg,val,1,2,2,0,0
crack500_20160306_104527_1921_721_jpg,test,1,2,2,0,0
crack500_20160306_104527_1_361_jpg,val,1,2,2,0,0
crack500_20160306_104527_641_721_jpg,train,1,1,1,0,0
crack500_20160307_144115_1281_361_jpg,test,1,3,3,0,0
crack500_20160307_144115_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_144115_641_1081_jpg,train,1,1,1,0,0
crack500_20160307_144115_641_721_jpg,train,1,2,2,0,0
crack500_20160307_144150_1281_361_jpg,train,1,2,2,0,0
crack500_20160307_144150_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_144150_1921_721_jpg,train,1,2,2,0,0
crack500_20160307_144150_1_1081_jpg,val,1,4,4,0,0
crack500_20160307_144150_1_1_jpg,val,1,2,2,0,0
crack500_20160307_144150_1_361_jpg,test,1,7,7,0,0
crack500_20160307_144150_1_721_jpg,test,1,6,6,0,0
crack500_20160307_144150_641_1_jpg,val,1,2,2,0,0
crack500_20160307_144150_641_361_jpg,test,1,2,2,0,0
crack500_20160307_144150_641_721_jpg,train,1,3,3,0,0
crack500_20160307_144202_1921_361_jpg,train,1,3,3,0,0
crack500_20160307_144202_1_361_jpg,train,1,2,2,0,0
crack500_20160307_144202_641_361_jpg,test,1,3,3,0,0
crack500_20160307_144252_1281_1_jpg,test,1,1,1,0,0
crack500_20160307_144252_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_144252_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_144252_641_1081_jpg,train,1,1,1,0,0
crack500_20160307_144842_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_144842_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_144842_641_1_jpg,val,1,2,2,0,0
crack500_20160307_144842_641_361_jpg,test,1,1,1,0,0
crack500_20160307_144842_641_721_jpg,train,1,2,2,0,0
crack500_20160307_144916_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_144916_1921_361_jpg,train,1,1,1,0,0
crack500_20160307_144916_1_721_jpg,train,1,1,1,0,0
crack500_20160307_144916_641_721_jpg,val,1,2,2,0,0
crack500_20160307_144924_1281_721_jpg,train,1,3,3,0,0
crack500_20160307_144924_1921_1_jpg,test,1,1,1,0,0
crack500_20160307_144924_1921_361_jpg,test,1,2,2,0,0
crack500_20160307_144924_1_361_jpg,val,1,1,1,0,0
crack500_20160307_144924_641_721_jpg,test,1,3,3,0,0
crack500_20160307_144931_1281_361_jpg,train,1,1,1,0,0
crack500_20160307_144931_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_144931_1921_721_jpg,train,1,1,1,0,0
crack500_20160307_144931_1_361_jpg,test,1,1,1,0,0
crack500_20160307_144931_1_721_jpg,test,1,1,1,0,0
crack500_20160307_144931_641_361_jpg,train,1,1,1,0,0
crack500_20160307_145000_1281_361_jpg,train,1,1,1,0,0
crack500_20160307_145000_1921_361_jpg,val,1,1,1,0,0
crack500_20160307_145000_1921_721_jpg,test,1,1,1,0,0
crack500_20160307_145000_1_721_jpg,val,1,1,1,0,0
crack500_20160307_145000_641_361_jpg,train,1,1,1,0,0
crack500_20160307_145000_641_721_jpg,val,1,2,2,0,0
crack500_20160307_145059_1281_361_jpg,train,1,2,2,0,0
crack500_20160307_145059_1281_721_jpg,train,1,2,2,0,0
crack500_20160307_145059_1921_1081_jpg,train,1,3,3,0,0
crack500_20160307_145059_1921_721_jpg,test,1,2,2,0,0
crack500_20160307_145059_1_361_jpg,train,1,1,1,0,0
crack500_20160307_145059_1_721_jpg,train,1,1,1,0,0
crack500_20160307_145059_641_361_jpg,test,1,2,2,0,0
crack500_20160307_145059_641_721_jpg,train,1,1,1,0,0
crack500_20160307_145107_1281_361_jpg,val,1,1,1,0,0
crack500_20160307_145107_1921_1081_jpg,train,1,1,1,0,0
crack500_20160307_145107_1921_1_jpg,train,1,1,1,0,0
crack500_20160307_145107_1921_361_jpg,train,1,1,1,0,0
crack500_20160307_145107_1921_721_jpg,test,1,1,1,0,0
crack500_20160307_145107_1_361_jpg,test,1,1,1,0,0
crack500_20160307_145107_641_1081_jpg,test,1,1,1,0,0
crack500_20160307_145107_641_361_jpg,test,1,1,1,0,0
crack500_20160307_145107_641_721_jpg,test,1,2,2,0,0
crack500_20160307_145113_1281_361_jpg,val,1,1,1,0,0
crack500_20160307_145113_1281_721_jpg,val,1,1,1,0,0
crack500_20160307_145113_1921_1081_jpg,test,1,1,1,0,0
crack500_20160307_145113_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_145113_1_361_jpg,train,1,1,1,0,0
crack500_20160307_145113_1_721_jpg,test,1,2,2,0,0
crack500_20160307_145113_641_721_jpg,test,1,2,2,0,0
crack500_20160307_145255_361_1281_jpg,train,1,1,1,0,0
crack500_20160307_145255_361_1921_jpg,test,1,1,1,0,0
crack500_20160307_145255_361_1_jpg,val,1,1,1,0,0
crack500_20160307_145255_361_641_jpg,val,1,2,2,0,0
crack500_20160307_145255_721_1_jpg,train,1,1,1,0,0
crack500_20160307_145255_721_641_jpg,train,1,1,1,0,0
crack500_20160307_145259_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_145259_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_145259_641_361_jpg,val,1,2,2,0,0
crack500_20160307_145259_641_721_jpg,train,1,1,1,0,0
crack500_20160307_162438_1281_361_jpg,train,1,1,1,0,0
crack500_20160307_162438_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_162438_1_361_jpg,train,1,1,1,0,0
crack500_20160307_162438_641_361_jpg,val,1,1,1,0,0
crack500_20160307_162438_641_721_jpg,test,1,1,1,0,0
crack500_20160307_162704_1281_1_jpg,train,1,1,1,0,0
crack500_20160307_162704_1281_361_jpg,train,1,2,2,0,0
crack500_20160307_162704_1281_721_jpg,val,1,3,3,0,0
crack500_20160307_162704_1921_721_jpg,train,1,1,1,0,0
crack500_20160307_162704_1_721_jpg,train,1,1,1,0,0
crack500_20160307_162704_641_361_jpg,test,1,1,1,0,0
crack500_20160307_162704_641_721_jpg,test,1,2,2,0,0
crack500_20160307_163342_1281_1_jpg,train,1,1,1,0,0
crack500_20160307_163342_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_163342_641_1081_jpg,val,1,1,1,0,0
crack500_20160307_163342_641_361_jpg,train,1,1,1,0,0
crack500_20160307_163342_641_721_jpg,test,1,1,1,0,0
crack500_20160307_163352_1281_361_jpg,train,1,2,2,0,0
crack500_20160307_163352_1281_721_jpg,train,1,2,2,0,0
crack500_20160307_163352_641_1081_jpg,train,1,1,1,0,0
crack500_20160307_163352_641_1_jpg,test,1,1,1,0,0
crack500_20160307_163352_641_361_jpg,val,1,1,1,0,0
crack500_20160307_163352_641_721_jpg,train,1,1,1,0,0
crack500_20160307_163537_1281_361_jpg,test,1,2,2,0,0
crack500_20160307_163537_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_163537_1_721_jpg,test,1,1,1,0,0
crack500_20160307_163552_1281_361_jpg,test,1,2,2,0,0
crack500_20160307_163552_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_163552_1921_721_jpg,test,1,1,1,0,0
crack500_20160307_163552_1_361_jpg,test,1,2,2,0,0
crack500_20160307_163552_641_361_jpg,test,1,1,1,0,0
crack500_20160307_163552_641_721_jpg,train,1,1,1,0,0
crack500_20160307_163613_1281_361_jpg,val,1,2,2,0,0
crack500_20160307_163613_1281_721_jpg,train,1,2,2,0,0
crack500_20160307_163613_1921_361_jpg,train,1,1,1,0,0
crack500_20160307_163613_1_721_jpg,train,1,1,1,0,0
crack500_20160307_163613_641_361_jpg,val,1,1,1,0,0
crack500_20160307_163613_641_721_jpg,val,1,2,2,0,0
crack500_20160307_163627_1281_361_jpg,test,1,2,2,0,0
crack500_20160307_163627_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_163627_1921_361_jpg,val,1,1,1,0,0
crack500_20160307_163627_1921_721_jpg,val,1,1,1,0,0
crack500_20160307_163627_1_361_jpg,test,1,1,1,0,0
crack500_20160307_163627_641_361_jpg,train,1,1,1,0,0
crack500_20160307_163641_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_163641_1_361_jpg,test,1,1,1,0,0
crack500_20160307_163641_1_721_jpg,train,1,1,1,0,0
crack500_20160307_163641_641_721_jpg,train,1,2,2,0,0
crack500_20160307_164143_1281_1081_jpg,train,1,1,1,0,0
crack500_20160307_164143_1281_361_jpg,test,1,2,2,0,0
crack500_20160307_164143_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_164143_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_164143_1_721_jpg,train,1,1,1,0,0
crack500_20160307_164143_641_1081_jpg,val,1,1,1,0,0
crack500_20160307_164143_641_1_jpg,test,1,1,1,0,0
crack500_20160307_164143_641_361_jpg,test,1,2,2,0,0
crack500_20160307_164143_641_721_jpg,train,1,1,1,0,0
crack500_20160307_164214_1281_1_jpg,test,1,1,1,0,0
crack500_20160307_164214_1281_361_jpg,val,1,1,1,0,0
crack500_20160307_164214_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_164214_1921_1081_jpg,train,1,1,1,0,0
crack500_20160307_164214_1921_1_jpg,train,1,2,2,0,0
crack500_20160307_164214_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_164214_1_1081_jpg,test,1,2,2,0,0
crack500_20160307_164214_1_721_jpg,test,1,2,2,0,0
crack500_20160307_164214_641_1081_jpg,val,1,3,3,0,0
crack500_20160307_164214_641_361_jpg,train,1,1,1,0,0
crack500_20160307_164214_641_721_jpg,test,1,1,1,0,0
crack500_20160307_164226_1281_361_jpg,train,1,1,1,0,0
crack500_20160307_164226_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_164226_1921_1081_jpg,test,1,2,2,0,0
crack500_20160307_164226_1921_361_jpg,val,1,1,1,0,0
crack500_20160307_164226_1_1_jpg,train,1,2,2,0,0
crack500_20160307_164226_1_361_jpg,train,1,1,1,0,0
crack500_20160307_164226_641_1081_jpg,test,1,1,1,0,0
crack500_20160307_164226_641_1_jpg,train,1,1,1,0,0
crack500_20160307_164226_641_361_jpg,test,1,1,1,0,0
crack500_20160307_164301_1281_1081_jpg,train,1,1,1,0,0
crack500_20160307_164301_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_164301_1281_721_jpg,test,1,1,1,0,0
crack500_20160307_164301_1921_721_jpg,train,1,1,1,0,0
crack500_20160307_164301_1_1_jpg,val,1,1,1,0,0
crack500_20160307_164301_1_361_jpg,val,1,1,1,0,0
crack500_20160307_164319_1281_1081_jpg,test,1,2,2,0,0
crack500_20160307_164319_1281_361_jpg,test,1,2,2,0,0
crack500_20160307_164319_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_164319_1921_361_jpg,test,1,1,1,0,0
crack500_20160307_164319_1_361_jpg,val,1,1,1,0,0
crack500_20160307_164319_641_361_jpg,test,1,2,2,0,0
crack500_20160307_164319_641_721_jpg,train,1,1,1,0,0
crack500_20160307_164334_1281_1_jpg,train,1,1,1,0,0
crack500_20160307_164334_1281_361_jpg,test,1,1,1,0,0
crack500_20160307_164334_1921_1_jpg,test,1,1,1,0,0
crack500_20160307_164334_641_1081_jpg,test,1,1,1,0,0
crack500_20160307_164334_641_721_jpg,train,1,1,1,0,0
crack500_20160307_164400_1281_1081_jpg,train,1,1,1,0,0
crack500_20160307_164400_1281_1_jpg,val,1,1,1,0,0
crack500_20160307_164400_1281_361_jpg,train,1,1,1,0,0
crack500_20160307_164400_1281_721_jpg,train,1,1,1,0,0
crack500_20160307_164400_641_1081_jpg,train,1,1,1,0,0
crack500_20160307_164400_641_1_jpg,test,1,1,1,0,0
crack500_20160307_164400_641_361_jpg,val,1,1,1,0,0
crack500_20160307_164400_641_721_jpg,val,1,1,1,0,0
crack500_20160307_164517_1281_361_jpg,val,1,1,1,0,0
crack500_20160307_164517_641_1081_jpg,train,1,1,1,0,0
crack500_20160307_164517_641_1_jpg,train,1,1,1,0,0
crack500_20160307_164517_641_361_jpg,train,1,2,2,0,0
crack500_20160307_164517_641_721_jpg,test,1,3,3,0,0
crack500_20160308_072824_1281_361_jpg,val,1,1,1,0,0
crack500_20160308_072824_1281_721_jpg,test,1,1,1,0,0
crack500_20160308_072824_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_072824_1_1_jpg,val,1,1,1,0,0
crack500_20160308_072824_641_1081_jpg,train,1,1,1,0,0
crack500_20160308_072824_641_361_jpg,train,1,1,1,0,0
crack500_20160308_072824_641_721_jpg,test,1,1,1,0,0
crack500_20160308_072831_1281_361_jpg,train,1,1,1,0,0
crack500_20160308_072831_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_072831_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_072831_641_1081_jpg,test,1,1,1,0,0
crack500_20160308_072831_641_1_jpg,train,1,1,1,0,0
crack500_20160308_072831_641_361_jpg,train,1,1,1,0,0
crack500_20160308_072831_641_721_jpg,train,1,1,1,0,0
crack500_20160308_072844_1281_721_jpg,val,1,1,1,0,0
crack500_20160308_072844_1921_1_jpg,test,1,1,1,0,0
crack500_20160308_072844_1921_361_jpg,test,1,1,1,0,0
crack500_20160308_072844_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_072844_1_721_jpg,train,1,1,1,0,0
crack500_20160308_072844_641_721_jpg,train,1,1,1,0,0
crack500_20160308_072921_1281_1_jpg,test,1,1,1,0,0
crack500_20160308_072921_1281_721_jpg,train,1,0,0,0,1
crack500_20160308_072921_641_1_jpg,val,1,1,1,0,0
crack500_20160308_072921_641_361_jpg,train,1,1,1,0,0
crack500_20160308_072921_641_721_jpg,val,1,1,1,0,0
crack500_20160308_072927_1281_1081_jpg,test,1,1,1,0,0
crack500_20160308_072927_1281_1_jpg,train,1,1,1,0,0
crack500_20160308_072927_1281_361_jpg,train,1,1,1,0,0
crack500_20160308_072927_1281_721_jpg,test,1,1,1,0,0
crack500_20160308_072927_641_1081_jpg,test,1,1,1,0,0
crack500_20160308_072927_641_1_jpg,test,1,1,1,0,0
crack500_20160308_072927_641_361_jpg,test,1,1,1,0,0
crack500_20160308_072927_641_721_jpg,test,1,1,1,0,0
crack500_20160308_072935_1281_361_jpg,test,1,1,1,0,0
crack500_20160308_072935_1281_721_jpg,test,1,1,1,0,0
crack500_20160308_072935_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_072935_1921_721_jpg,val,1,2,2,0,0
crack500_20160308_072935_1_361_jpg,train,1,1,1,0,0
crack500_20160308_072935_641_361_jpg,test,1,1,1,0,0
crack500_20160308_072935_641_721_jpg,train,1,1,1,0,0
crack500_20160308_072944_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_072944_1921_1_jpg,test,1,1,1,0,0
crack500_20160308_072944_1921_361_jpg,test,1,1,1,0,0
crack500_20160308_072944_1_361_jpg,train,1,1,1,0,0
crack500_20160308_072944_641_1081_jpg,test,1,1,1,0,0
crack500_20160308_072944_641_361_jpg,train,1,1,1,0,0
crack500_20160308_072944_641_721_jpg,test,1,1,1,0,0
crack500_20160308_072951_1281_1_jpg,train,1,1,1,0,0
crack500_20160308_072951_1281_361_jpg,train,1,2,2,0,0
crack500_20160308_072951_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_072951_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_072951_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_072951_1_1081_jpg,test,1,1,1,0,0
crack500_20160308_072951_1_1_jpg,train,1,1,1,0,0
crack500_20160308_072951_641_1081_jpg,train,1,1,1,0,0
crack500_20160308_072951_641_1_jpg,test,1,2,2,0,0
crack500_20160308_072951_641_361_jpg,test,1,2,2,0,0
crack500_20160308_073014_1281_361_jpg,train,1,1,1,0,0
crack500_20160308_073014_1921_361_jpg,val,1,1,1,0,0
crack500_20160308_073014_1921_721_jpg,val,1,1,1,0,0
crack500_20160308_073014_1_361_jpg,train,1,1,1,0,0
crack500_20160308_073014_1_721_jpg,train,1,1,1,0,0
crack500_20160308_073014_641_721_jpg,train,1,1,1,0,0
crack500_20160308_073213_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_073213_1921_1081_jpg,train,1,1,1,0,0
crack500_20160308_073213_1_1_jpg,train,1,1,1,0,0
crack500_20160308_073213_1_361_jpg,test,1,1,1,0,0
crack500_20160308_073213_641_361_jpg,train,1,1,1,0,0
crack500_20160308_073213_641_721_jpg,test,1,1,1,0,0
crack500_20160308_073245_1281_1081_jpg,test,1,1,1,0,0
crack500_20160308_073245_1281_1_jpg,train,1,1,1,0,0
crack500_20160308_073245_1281_361_jpg,test,1,1,1,0,0
crack500_20160308_073245_1281_721_jpg,train,1,2,2,0,0
crack500_20160308_073245_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_073245_1921_721_jpg,val,1,1,1,0,0
crack500_20160308_073245_1_1081_jpg,train,1,2,2,0,0
crack500_20160308_073245_1_721_jpg,test,1,1,1,0,0
crack500_20160308_073245_641_361_jpg,val,1,1,1,0,0
crack500_20160308_073245_641_721_jpg,train,1,1,1,0,0
crack500_20160308_073310_1281_361_jpg,val,1,1,1,0,0
crack500_20160308_073310_1281_721_jpg,val,1,3,3,0,0
crack500_20160308_073310_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_073310_1_1081_jpg,train,1,1,1,0,0
crack500_20160308_073310_1_1_jpg,val,1,1,1,0,0
crack500_20160308_073310_1_361_jpg,train,1,1,1,0,0
crack500_20160308_073310_641_1081_jpg,train,1,1,1,0,0
crack500_20160308_073310_641_361_jpg,val,1,1,1,0,0
crack500_20160308_073310_641_721_jpg,val,1,1,1,0,0
crack500_20160308_073356_1281_361_jpg,train,1,2,2,0,0
crack500_20160308_073356_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_073356_641_1081_jpg,train,1,1,1,0,0
crack500_20160308_073356_641_361_jpg,test,1,1,1,0,0
crack500_20160308_073356_641_721_jpg,test,1,1,1,0,0
crack500_20160308_073406_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_073406_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_073406_1_361_jpg,test,1,1,1,0,0
crack500_20160308_073406_641_361_jpg,test,1,1,1,0,0
crack500_20160308_073532_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_073532_1921_1081_jpg,test,1,1,1,0,0
crack500_20160308_073532_1921_721_jpg,test,1,1,1,0,0
crack500_20160308_073532_1_721_jpg,val,1,1,1,0,0
crack500_20160308_073532_641_361_jpg,test,1,3,3,0,0
crack500_20160308_073532_641_721_jpg,val,1,1,1,0,0
crack500_20160308_073736_1921_361_jpg,val,1,1,1,0,0
crack500_20160308_073736_1921_721_jpg,test,1,1,1,0,0
crack500_20160308_073736_1_361_jpg,test,1,1,1,0,0
crack500_20160308_073736_1_721_jpg,val,1,1,1,0,0
crack500_20160308_073736_641_1_jpg,val,1,1,1,0,0
crack500_20160308_073736_641_361_jpg,test,1,1,1,0,0
crack500_20160308_074101_1281_1081_jpg,train,1,1,1,0,0
crack500_20160308_074101_1281_1_jpg,train,1,1,1,0,0
crack500_20160308_074101_1281_361_jpg,test,1,1,1,0,0
crack500_20160308_074101_1281_721_jpg,train,1,1,1,0,0
crack500_20160308_074101_1_1_jpg,train,1,1,1,0,0
crack500_20160308_074101_641_361_jpg,test,1,1,1,0,0
crack500_20160308_074134_1281_1_jpg,test,1,1,1,0,0
crack500_20160308_074134_1281_361_jpg,train,1,2,2,0,0
crack500_20160308_074134_1281_721_jpg,test,1,1,1,0,0
crack500_20160308_074134_1921_1081_jpg,test,1,1,1,0,0
crack500_20160308_074134_1921_361_jpg,val,1,1,1,0,0
crack500_20160308_074134_1921_721_jpg,val,1,1,1,0,0
crack500_20160308_074134_1_721_jpg,train,1,1,1,0,0
crack500_20160308_074134_641_361_jpg,val,1,1,1,0,0
crack500_20160308_074134_641_721_jpg,train,1,1,1,0,0
crack500_20160308_074321_1281_361_jpg,test,1,2,2,0,0
crack500_20160308_074321_1281_721_jpg,val,1,1,1,0,0
crack500_20160308_074321_1921_721_jpg,test,1,1,1,0,0
crack500_20160308_074321_1_1_jpg,train,1,1,1,0,0
crack500_20160308_074321_1_361_jpg,train,1,2,2,0,0
crack500_20160308_074321_641_1081_jpg,train,1,1,1,0,0
crack500_20160308_074321_641_361_jpg,train,1,1,1,0,0
crack500_20160308_074321_641_721_jpg,test,1,1,1,0,0
crack500_20160308_074330_1281_721_jpg,train,1,2,2,0,0
crack500_20160308_074330_1921_361_jpg,train,1,1,1,0,0
crack500_20160308_074330_1921_721_jpg,train,1,1,1,0,0
crack500_20160308_074330_1_361_jpg,train,1,2,2,0,0
crack500_20160308_074330_1_721_jpg,test,1,2,2,0,0
crack500_20160308_074330_641_361_jpg,test,1,1,1,0,0
crack500_20160308_074330_641_721_jpg,train,1,1,1,0,0
crack500_20160308_074702_1281_721_jpg,train,1,2,2,0,0
crack500_20160308_074702_1_1081_jpg,train,1,1,1,0,0
crack500_20160308_074702_1_361_jpg,test,1,1,1,0,0
crack500_20160308_074702_1_721_jpg,test,1,3,3,0,0
crack500_20160308_074702_641_361_jpg,train,1,2,2,0,0
crack500_20160308_155516_1281_1081_jpg,val,1,1,1,0,0
crack500_20160308_155516_1281_721_jpg,test,1,1,1,0,0
crack500_20160308_155516_1921_721_jpg,test,1,1,1,0,0
crack500_20160308_155516_1_1081_jpg,test,1,1,1,0,0
crack500_20160308_155516_1_1_jpg,val,1,1,1,0,0
crack500_20160308_155516_1_361_jpg,test,1,2,2,0,0
crack500_20160308_155516_1_721_jpg,test,1,2,2,0,0
crack500_20160308_155516_641_1_jpg,test,1,1,1,0,0
crack500_20160308_155516_641_361_jpg,test,1,2,2,0,0
crack500_20160308_155516_641_721_jpg,train,1,1,1,0,0
crack500_20160308_155537_1281_361_jpg,test,1,1,1,0,0
